qid,leader,wiki_title,article_length,cult_text,cult_evidence,hagiography_text,hagiography_evidence,birthday_text,birthday_evidence,monuments_text,monuments_evidence,titles_text,titles_evidence
Q983444,Surya Bahadur Thapa,Surya Bahadur Thapa,9820,0,,0,,0,,0,,0,
Q201327,Gyanendra,Gyanendra of Nepal,19475,0,,0,,0,,0,,0,
Q315500,Prachanda,Pushpa Kamal Dahal,9819,0,,0,,0,,0,,0,
Q332509,Madhav Kumar Nepal,Madhav Kumar Nepal,7352,0,,0,,0,,0,,0,
Q6401600,Khil Raj Regmi,Khil Raj Regmi,719,0,,0,,0,,0,,0,
Q422969,Sushil Koirala,Sushil Koirala,4791,0,,0,,0,,0,,0,
Q3195923,Khadga Prasad Sharma Oli,K. P. Sharma Oli,19479,0,,0,,0,,0,,0,
Q1373905,Thawan Thamrongnawasawat,Thawan Thamrongnawasawat,2525,0,,0,,0,,0,,0,
Q152777,Plaek Pibulsongkram,Plaek Pibulsonggram,63344,0,,1,"...hai nationalism . He was closely involved in both domestic reforms and foreign policy during the war and played a central role in shaping modern Thai state ideology. &#91; 1 &#93; Born in Nonthaburi , Phibun graduated from the Royal Military Academy in 1914 before continuing his studies in France. After returning... | ...of the state, and glorify the policy of ruralisation in Italy and abroad. As a consequence of the fascist leanings of Thai political leaders, Italian propaganda films includi",0,,0,,1,...fice 16 February 1942&#160;–&#32;7 March 1942 Prime Minister Himself Preceded by Sindhu Kamolnavin Succeeded by Prayoon Pamornmontri Military offices Supreme Commander of the Armed Forces In office 13 November 1940&#160;–&#32;24 November 1943 Preceded by Position established Succeeded by Sarit Thanarat Commander-in-...
Q982335,Pote Sarasin,Pote Sarasin,3421,0,,0,,0,,0,,0,
Q439990,Thanon Kittakachorn,Thanom Kittikachorn,11299,0,,0,,0,,0,,1,"...rime minister for nine months, after which he was replaced by Sarit himself and made deputy prime minister, defence minister, and armed forces deputy supreme commander.   == Prime Minister of Thailand ==  Thanom succeeded his predecessor as prime minister one day after Sarit's death in 1963. He subsequently appointe..."
Q975621,Sarit,Sarit Thanarat,20757,0,,0,,0,,0,,1,"...s to terrorize both candidates and voters. In a bid to repress public discontent, Phibun declared a state of emergency and Sarit was appointed as the supreme commander of military forces. However, Sarit effectively disassociated himself from the corrupt party when he commented that the 1957 elections. ""were dirty, t..."
Q974619,Sanya,Sanya Dharmasakti,3697,0,,0,,0,,0,,0,
Q714042,Seni Pramoj,Seni Pramoj,7950,0,,0,,0,,0,,0,
Q959588,Kukrot Pramoj,Kukrit Pramoj,13742,0,,0,,0,,0,,0,
Q74861,Thanin Kraivichien,Thanin Kraivichien,4479,0,,0,,0,,0,,0,
Q561177,Kriangsak,Kriangsak Chomanan,49759,0,,1,"...ima Darjah Kebesaran, Bintang dan Pingat"" . Bahagian Istiadat Urusetia Persidangan Antarabangsa . Retrieved 9 February 2019 . External links [ edit ] Official biography Political offices Preceded&#160;by Thanin Kraivichien Prime Minister of Thailand 1977–1980 Succeeded&#160;by Prem Tinsulanonda .mw-parser-output .hli...",0,,0,,1,...ister of Interior In office 12 November 1976&#160;–&#32;11 August 1980 Prime Minister Himself Preceded by Samak Sundaravej Succeeded by Lek Neawmalee Supreme Commander of the Armed Forces In office 1 October 1977&#160;–&#32;30 September 1978 Preceded by Kamol Techatungka Succeeded by Serm Na Nakorn Personal details...
Q379827,Prem,Prem Tinsulanonda,18066,0,,0,,0,,0,,0,
Q701841,Choonhavan,Chatichai Choonhavan,10938,0,,0,,0,,0,,0,
Q485702,Panyarachun,Anand Panyarachun,20947,0,,0,,0,,0,,1,"...Director of Siam Commercial Bank since 1984.   == First administration ==  On 23 February 1991, a military coup led by General Sunthorn Kongsompong, supreme commander of the armed forces, and General Suchinda Kraprayoon, the commander-in-chief of the army, imprisoned Chatichai Choonhavan, the democratically elected..."
Q959614,Kraprayoon,Suchinda Kraprayoon,4702,0,,0,,0,,0,,0,
Q464301,Leekpai,Chuan Leekpai,9043,0,,0,,0,,0,,0,
Q1068511,Chavalit Yongchaiyudh,Chavalit Yongchaiyudh,11233,0,,0,,0,,0,,1,"...er, he served as the prime minister of Thailand from 1996 to 1997. From 1986 to 1990, he was the Commander-in-chief of the Royal Thai Army (RTA), and Supreme Commander of the Royal Thai Armed Forces from 1987 to 1990. In 1990, he founded the New Aspiration Party which he led until 2002. At various times he has held..."
Q164373,Thaksin Shinawatra,Thaksin Shinawatra,82151,0,,0,,0,,0,,0,
Q298079,Chulanont,Surayud Chulanont,54036,0,,0,,0,,0,,1,"...cian and military officer who was the 24th prime minister of Thailand and head of Thailand's interim government between 2006 and 2008. He is a former supreme commander of the Royal Thai Army and is currently Privy Councilor to King Vajiralongkorn. Surayud came from a military family, but his father defected from the..."
Q298088,Wongsawat,Somchai Wongsawat,7505,0,,0,,0,,0,,0,
Q529433,Chanweerakul,Chavarat Charnvirakul,2387,0,,0,,0,,0,,0,
Q57670,Yingluck Shinawatra,Yingluck Shinawatra,21875,0,,0,,0,,0,,0,
Q16140300,Niwattumrong Boonsongpaisan,Niwatthamrong Boonsongpaisan,2269,0,,0,,0,,0,,0,
Q2108126,Prayuth Chan-ocha,Prayut Chan-o-cha,43731,0,,0,,0,,0,,0,
Q160318,Sihanouk,Norodom Sihanouk,67574,0,,0,,0,,0,,0,
Q313400,Lon Nol,Lon Nol,10896,0,,0,,0,,0,,0,
Q39464,Pol Pot,Pol Pot,96172,1,"...ian refugees in southern Vietnam, forming the nucleus of a future Cambodian regime. The Cambodian government also readied itself for war. Plans for a personality cult revolving around Pol Pot were drawn up, based on the Chinese and North Korean models, in the belief that such a cult would unify the population in wa...",1,"...pseudonym ""Pol Pot"", although in 1997, William T. Vollmann stated that it was derived from the French phrase ""politique potentiel"". According to the official biography of Pol Pot published in September 1978 by the Department of Press and Information Ministry of Foreign Affairs of Democratic Kampuchea, Pol Pot liked...",0,,0,,0,
Q379197,Heng Samrin,Heng Samrin,3201,0,,0,,0,,0,,0,
Q57788,Hun Sen,Hun Sen,32124,0,,0,,0,,0,,0,
Q381817,Ranariddh,Norodom Ranariddh,47759,0,,0,,0,,0,,0,
Q469498,Souvanna Phouma,Souvanna Phouma,3707,0,,0,,0,,0,,0,
Q1736960,Katay Don Sasorith,Katay Don Sasorith,1097,0,,0,,0,,0,,0,
Q2300705,Somsanith,Somsanith Vongkotrattana,1662,0,,0,,0,,0,,0,
Q2196351,Boun Oum,Boun Oum,2988,0,,0,,0,,0,,0,
Q6434680,Kouprasith,Kouprasith Abhay,14714,0,,0,,0,,0,,0,
Q57444,Sayasone,Choummaly Sayasone,1540,0,,0,,0,,0,,1,...Lieutenant General Choummaly Sayasone (Lao: ຈູມມະລີ ໄຊຍະສອນ; born 6 March 1936) is a Laotian politician who was General Secretary (supreme leader) of the Lao People's Revolutionary Party (LPRP) and President of Laos (head of state) from 2006 to 2016.   == History == Choummaly Sayasone was born...
Q36014,Ho Chi Minh,Ho Chi Minh,64067,1,"...Việt Cộng-controlled Vĩnh Long shortly after his death in 1970. In The Communist Road to Power in Vietnam (1982), Duiker suggests that Hồ Chí Minh's cult of personality is indicative of a larger legacy, one that drew on ""elements traditional to the exercise of control and authority in Vietnamese society."" Duiker is d...",1,"...lights his views on the oppression of peoples from colonialism and imperialism in 20 written articles. Other books such as Revolution which published selected works and articles of Hồ Chí Minh in English also highlighted Hồ Chí Minh's interpretation and beliefs in socialism and communism, and in fighting against... | ...rtalize Hồ Chí Minh were also met with significant controversies and opposition. The regime is sensitive to anything that might question the official hagiography. This include",0,,1,"...ited States in Kolkata. According to the Vietnamese Ministry of Foreign Affairs, as many as 20 countries across Asia, Europe, America and Africa have erected monuments or statues in remembrance of Hồ Chí Minh.   == International influence ==  Hồ Chí Minh is considered one of the most influential leaders in the worl... | ...nh wished for his body to be cremated and his ashes spread to North, Central, and South Vietnam, the body instead is embalmed on view in a mausoleum. His image is featured ",1,"...might question the official hagiography. This includes references to Hồ Chí Minh's personal life that might detract from the image of the dedicated ""father of the revolution"", the ""celibate married only to the cause of revolution"". William Duiker's Ho Chi Minh: A Life (2000) was candid on the matter of Hồ Chí Minh's liais..."
Q466001,Le Duan,Lê Duẩn,46163,0,,0,,0,,1,...during the late-1970s and early 1980s. It was reported that Lê Duẩn did not lead the party delegates of the 5th National Congress to the Hồ Chí Minh Mausoleum because of his deteriorating health. Lê Duẩn looked both feeble and old; he had problems reading his report to the Congress. Regardless of his health...,0,
Q545539,Truong Chinh,Trường Chinh,28192,0,,0,,0,,0,,0,
Q739795,Nguyen Van Linh,Nguyễn Văn Linh,19511,0,,0,,0,,0,,1,"...alization of Vietnam which made him a responsible contributor. In another perspective, Võ Văn Kiệt could perhaps also be seen as being one of the key respected leaders had tried to work with numerous directors of nationally owned enterprises in hopes to promote better reforms in a larger scale without subverting pa..."
Q342600,Do Muoi,Đỗ Mười,25497,0,,0,,0,,1,"...ười was assigned to the building and construction sector. It is believed that Đỗ Mười was a Soviet liaison during the construction of the Hồ Chí Minh Mausoleum. In December 1969, he was appointed Deputy Prime Minister and Minister of Construction in Phạm Văn Đồng's Government. At the 4th Party Congress, the...",0,
Q192502,Ngo Dinh Diem,Ngo Dinh Diem,75459,0,,1,"...ntime, the French had created the State of Vietnam and Diệm refused Bảo Đại's offer to become the prime minister. On 16 June 1949, he published a new manifesto in newspapers proclaiming a third force different from the Việt Minh and Bảo Đại, but it raised little interest and provided further evidence to both...",0,,0,,1,"...929, he was promoted to the governorship of Bình Thuận Province and was known for his work ethic. In 1930 and 1931, he helped the French suppress the first peasant revolts organized by the communists. According to historian Bernard B. Fall Diệm put the revolts down as he believed they would not lead to the remov..."
Q434419,Minh,Minh Mạng,21053,0,,0,,0,,0,,0,
Q504362,Khanh,Nguyen Khanh,97900,0,,0,,0,,0,,0,
Q313707,Van Thieu,Nguyễn Văn Thiệu,56012,0,,0,,0,,0,,0,
Q296317,Rahman,Tunku Abdul Rahman,55287,0,,0,,0,,1,"...ad Sarji Abdul Hamid, and a few others. Mahathir later ordered the Chief Secretary to announce the death of Tunku. He was buried at the Langgar Royal Mausoleum in Alor Setar according to his wish signed a day before his death.   == Filmography ==   == Honours and awards ==   === Honours of Malaysia ===  Mala...",0,
Q2821422,Razak,Abdul Razak,10961,0,,0,,0,,0,,0,
Q529391,Hussein Bin Onn,Hussein Onn,12697,0,,0,,0,,0,,0,
Q181383,Mahatir Bin Mohammad,Mahathir bin Mohamad,219567,0,,1,"...to follow his move. &#91; 319 &#93; Before the 2013 general election , Mahathir promised to keep the government in check and ensure it fulfilled its manifesto promises, vowing to protest and fight against it if it failed. &#91; 320 &#93; Mahathir met with Azerbaijani President Ilham Aliyev in Baku , 2 March...",1,"...ation of the results, people in Kuala Lumpur expressed their joy in celebration of the historic victory. &#91; 356 &#93; Mahathir announced a two-day public holiday, adding: 'But there will be no holidays for the winners.' &#91; 357 &#93; He became the world's oldest serving state leader (aged 92&#160;years, 304&#160;days at the time), and the first Malaysian prime minister not to represent UMNO . &#91; 358 &#93; &#91; 359 &#93; &#91; 360 &#93; Mahathir was also officially recognized by Guinn",0,,1,"...orea , aimed at exploring opportunities to increase imports of North Korean products. &#91; 70 &#93; During the visit, he also met with North Korea's supreme leader, Kim Il Sung . &#91; 71 &#93; In August, Mahathir reported that total approved capital investment in Malaysian companies for 1978 had increased by 38..."
Q272588,Ahmad Badawi,Abdullah Ahmad Badawi,22787,0,,0,,0,,1,"...f 85. The next day, his body lay in state at the main prayer hall of the National Mosque from 10 am to 1 pm, before being laid to rest at the Heroes' Mausoleum at around 2:30 pm.The ceremony was attended by numerous dignitaries and royalty, including the Sultan of Terengganu, Sultan Mizan Zainal Abidin Sulta...",0,
Q57675,Najib Tun Razak,Najib Razak,54056,0,,0,,0,,0,,0,
Q131248,Lee Kuan Yew,Lee Kuan Yew,114715,0,,0,,0,,1,"...a 75 cm bronze sculpture he made of Lee, entitled Weathering Storms As One. In November 2015, the Singaporean Honorary Consulate General in Barcelona unveiled a bust of Lee at Cap Roig Gardens in Costa Brava, while pop artist Andre Tan showed his series of portraits of Lee, 1965 and Father of the Nation (国父) at th... | ...ff to raise funds for the Singapore Eye Research Institute. In 2012, urban artist Sam Lo depicted Lee in their controversial Limpeh series, featuring his image in Shepard Fa",1,"...al in Barcelona unveiled a bust of Lee at Cap Roig Gardens in Costa Brava, while pop artist Andre Tan showed his series of portraits of Lee, 1965 and Father of the Nation (国父) at the Affordable Art Fair Singapore. In 2016, to mark the first death anniversary of Lee, Lee's brother Lee Suan Yew and nephew Shaun Lee compl..."
Q313300,Goh Chok Tong,Goh Chok Tong,18893,0,,0,,0,,1,"...n, and the holy Goh"". In October 2014, the Madame Tussauds Singapore museum unveiled a wax figure of Goh. At its opening, Goh posed for pictures with his statue. The Goh Chok Tong Enable Awards by Mediacorp Enable Fund is named after him.   == Notes ==   == References ==   === Works cited === Jayakumar, Shash...",0,
Q57643,Lee Hsien Loong,Lee Hsien Loong,48162,1,"...Lee Hsien Yang and sister Lee Wei Ling, over the fate of their father's house at 38 Oxley Road. Founding prime minister Lee Kuan Yew was averse to a cult of personality. As a result, he had inserted in his final will a demolition clause stating that the house was to be torn down when his daughter moves out; it also s...",0,,0,,0,,0,
Q57327,Hassanal Bolkiah,Hassanal Bolkiah,49013,0,,0,,0,,0,,1,"...udit Department carried out its first audit since the foundation was founded in 1992.   === Scholarships === Hassanal Bolkiah, who is also the RBAF's Supreme Commander, has visioned that Brunei's future leaders will possess exceptional leadership skills and be prepared to steer the nation through the world's current..."
Q223419,Roxas,Manuel Roxas,43286,0,,0,,0,,0,,0,
Q319943,Quirrino,Elpidio Quirino,29326,0,,0,,0,,1,"...ro Manila Subway commence operations, Quirino will have three train stations named after him, including the Quirino station of LRT Line 1. In 2016, a memorial to him was established in Hibiya Park, Tokyo, Japan. Yearly on November 16, special holidays in commemoration of his birth are observed at his home province...",1,"...mulo offered to send a Philippine military contingent to be under the overall command of General Douglas MacArthur, who had been named United Nations supreme commander for the punitive expedition. The Philippines, thus, became the first country to join the United States in the offer of military assistance to beleagu..."
Q117096,Magsaysay,Ramon Magsaysay,28783,0,,0,,0,,0,,0,
Q319939,Garcia,Carlos P. Garcia,14260,0,,0,,0,,0,,0,
Q312539,Macapagal,Diosdado Macapagal,32967,0,,0,,0,,0,,0,
Q1463,Marcos,Ferdinand Marcos,86920,1,...lso ==  Bantayog ng mga Bayani Conjugal dictatorship Corruption in the Philippines Economic history of the Philippines (1965–1986) Ferdinand Marcos's cult of personality Kleptocracy Rolex 12 List of films about martial law under Ferdinand Marcos List of South East Asian people by net worth   == Notes ==   == Reference...,0,,0,,1,"...alike will look beyond the man to see what he stood for: his vision, his compassion and his total love of country"". Marcos was interred in a private mausoleum at Byodo-In Temple on the island of Oahu. The Aquino government refused to allow Marcos's body to be brought back to the Philippines, which ultimatel...",0,
Q1480,Aquino,Corazon Aquino,55421,0,,0,,0,,1,"...no's flag-draped casket was escorted from the cathedral to Manila Memorial Park in Parañaque, where she was interred beside her husband in her family mausoleum. Aquino's funeral procession took more than eight hours to reach the burial site, as tens of thousands of civilians lined the route to pay their resp...",1,"...s ""admired by the world for her extraordinary courage"" in leading the fight against dictatorship. South African President Jacob Zuma called Aquino ""a great leader who set a shining example of peaceful transition to democracy in her country"". Queen Elizabeth II of the United Kingdom, through the British Ambassad..."
Q212733,Estrada,Joseph Estrada,36443,0,,1,"...Office of the President (Estrada Administration) at the Wayback Machine (archived December 7, 2000) Joseph Estrada Curriculum Vitae Malacañang Museum Official Biography Joseph Estrada at IMDb...",0,,0,,0,
Q1464,Benigno Aquino III,Benigno Aquino III,30297,0,,0,,0,,0,,0,
Q76127,Sukarno,Sukarno,90330,1,"...karta axis, which would be the core of a new anti-imperialist world organization, the CONEFO.   === Domestic policy ===   ==== President for life and personality cult ====  Domestically, Sukarno continued to consolidate his control. On 18 May 1963, the MPRS elected Sukarno president for life. His ideological writin...",1,"...ee. It established a presidential system which he believed would make it easier to implement the principles of guided democracy. He called the system Manifesto Politik or Manipol, but it was actually government by decree. Sukarno envisioned an Indonesian-style socialist society,  adherent to the principle of... | ...while living under Tjokroaminoto. Later, while a student in Bandung, he immersed himself in European, American, nationalist, communist, and religious political philosophy, eventua",0,,0,,1,"...nister, and which, on paper, limited presidential power. However, even with his formally reduced role, he commanded a good deal of moral authority as Father of the Nation.   === Instability and rebellions === The first years of parliamentary democracy proved to be very unstable for Indonesia. Cabinets fell in rapid suc... | ...asingly of a Beijing-Jakarta axis, which would be the core of a new anti-imperialist world organization, the CONEFO.   === Domestic policy ===   ==== President for life"
Q44819,Suharto,Suharto,78028,1,"...alised government dominated by the military, evolving from an initial oligarchic military dictatorship into a deeply authoritarian state centred on a cult of personality that elevated him as the nation's undisputed leader. His staunch anti-communist stance and ability to maintain political stability across Indonesia's...",0,,0,,1,"...(1975)   === Places and statue === Suharto's childhood house in Kemusuk is currently a memorial museum, called Memorial Jenderal Besar HM Soeharto. A statue of him stands in front of the museum. It was built by Probosutedjo and was inaugurated in 2013. FELDA Soeharto, a village in Selangor, is named after him. H... | ...s"" and invited the country to give the highest respect and honour to the ex-president. Suharto's body was taken from Jakarta to the Astana Giribangun mausoleum complex in Kara",1,"...ow-purged parliament passed 24 resolutions including the banning of Marxism–Leninism, ratifying the Supersemar, and stripping Sukarno of his title of President for Life. Crucially, it also resolved that if Sukarno were unable to carry out his duties, the holder of the Supersemar—Suharto—would become acting president...."
Q76179,Megawati Sukarnoputri,Megawati Sukarnoputri,33037,1,"...h Jakarta branch was voided by membership problems. Eros was not allowed to participate in the Congress. Disillusioned with what he perceived to be a cult of personality developing around Megawati, Eros left PDI-P. In July 2002, he formed the Freedom Bull National Party. Although Dimyati's candidacy was not opposed as...",0,,0,,0,,0,
Q57405,Bambang Yudhoyono,Susilo Bambang Yudhoyono,59945,0,,1,"...candidacy was supported by the Crescent Star Party (PBB), the Reform Star Party (PBR) and the Indonesian Justice and Unity Party (PKPI).  Yudhoyono's manifesto for the future of Indonesia, summarised in a book titled Vision For Change written by him and distributed for free during the campaign, was built on...",0,,0,,0,
Q3318231,Joko Widodo,Joko Widodo,68954,0,,0,,0,,0,,1,"...eived the honorary customary title ""Upu Kalatia Kenalean Da Ntul Po Deyo Routnya Hnulho Maluku"" from the people of Maluku because he was considered a great leader who cared deeply about the welfare of the people's lives. 2017: Awarded the customary title ""Kapiteng Lau Pulo"" from the Tanah Bumbu Customary Instit..."
Q459146,Forde,Frank Forde,21815,0,,0,,0,,0,,0,
Q23379,Chifley,Ben Chifley,33114,0,,0,,0,,1,"...abor Party is named in honour of Ben Chifley Chifley dam About 17 km (11 mi) upstream of Bathurst. In 1975 he was honoured on a postage stamp bearing his portrait issued by Australia Post. One of the locomotives driven by Chifley, 5112, is preserved on a plinth at the eastern end of Bathurst railway station. In...",0,
Q214438,Menzies,Robert Menzies,67222,0,,1,"...ion of continuity; its health determines the health of society as a whole. Menzies himself described The Forgotten People collection as 'a summarised political philosophy'. Representing the blueprint of his liberal philosophy, The Forgotten People encompassed a wide range of topics including Roosevelt's Four Freedoms,... | ...ople, especially that section of them who had settled in Australia. He made us proud of ourselves. We associated him with this pride. Planning for an official biography ",0,,1,"..., KC, MP by Sir Ivor Hele won the Archibald Prize On 4 April 1960, a portrait of Menzies by Sir William Dargie was the front cover of Time magazine. This portrait is held by the Art Gallery of New South Wales In 1963, Menzies was appointed a Knight of the Order of the Thistle (KT), the order being chosen in rec...",0,
Q312722,Holt,Harold Holt,55505,0,,0,,0,,0,,0,
Q23386,McEwen,John McEwen,31355,0,,0,,0,,0,,0,
Q356411,Gorton,John Gorton,48201,0,,0,,0,,0,,0,
Q356261,McMahon,William McMahon,27492,0,,0,,0,,0,,0,
Q23333,Whitlam,Gough Whitlam,69064,0,,0,,0,,0,,0,
Q315979,Fraser,Malcolm Fraser,36944,0,,0,,0,,0,,0,
Q269372,Hawke,Bob Hawke,49787,0,,0,,0,,0,,0,
Q51330,Howard,John Howard,42795,0,,0,,0,,0,,0,
Q927550,Malcolm Turnbull,Malcolm Turnbull,45486,0,,0,,0,,0,,0,
Q316264,Somare,Michael Somare,32452,0,,0,,0,,1,"...nesian way expects big men to be modest. Somare has always asserted himself in a big way, for example by assuming the honorific Grand Chief. In 1998, his portrait appeared on the reverse side of the K. 50 bank note. This was to honour his role in attaining independence. However, this public show of prominence s...",1,"...Sir Michael Thomas Somare  (9 April 1936 – 25 February 2021) was a Papua New Guinean politician. Widely called the ""father of the nation"" (Tok Pisin: Papa blo kantri), he was the first Prime Minister after independence. At the time of his death, Somare was also the longest-serving prim..."
Q2003366,Namaliu,Rabbie Namaliu,2360,0,,0,,0,,0,,0,
Q1381425,Morauta,Mekere Morauta,28500,0,,0,,0,,0,,0,
Q1390488,Holland,Sidney Holland,19007,0,,0,,0,,0,,0,
Q637012,Holyoake,Keith Holyoake,19829,0,,0,,0,,0,,0,
Q721770,Nash,Walter Nash,37359,0,,0,,0,,1,"...vised. He was buried in Karori Cemetery alongside his wife. Funds for a children's ward at a hospital in Quy Nhon, Vietnam, were raised to serve as a memorial to him. It fitted with a suggestion of his years earlier that New Zealand's contribution to the Vietnam War should be providing ""hospitals rather than artil...",0,
Q284733,Marshall,Jack Marshall,12016,0,,1,"...it was obvious that there had been no wrongdoing. As such, the Prime Minister, Peter Fraser of the Labour Party, amended the regulations. Marshall's political philosophy, which was well-defined at this stage, was a mixture of liberal and conservative values. He was opposed to laissez-faire capitalism, but was equally...",0,,0,,0,
Q1237120,Kirk,Norman Kirk,18215,0,,0,,0,,0,,0,
Q862430,Rowling,Bill Rowling,21874,0,,0,,0,,0,,0,
Q737739,Muldoon,Robert Muldoon,53617,0,,1,...ictionary of New Zealand Biography Think Big policy decisions Archived 15 September 2014 at the Wayback Machine Archives New Zealand – Robert Muldoon Official Biography...,0,,1,"...e New Zealand enjoyed, raising his profile among the public. Muldoon established a considerable national profile rapidly; Holyoake would later credit his image, rather than that of his deputy, Jack Marshall, for the National Party's surprise victory in the 1969 election. He displayed a flair for the newly in...",0,
Q367589,Lange,David Lange,34260,0,,1,"...following a paper by Roger Douglas to the party's policy council. Eventually a compromise was drafted by Geoffrey Palmer, which Lange described as ""A manifesto which appealed to the right, the left, the centre and the totally bewildered. It was, in fact, anodyne."" Muldoon unexpectedly called a snap election...",0,,1,"...birthday. He is buried at Waikaraka Cemetery and the headstone has the simple inscription ""David Lange 1942 ~ 2005"".  The David Lange Memorial Trust erected a memorial sculpture by Virginia King in Ōtāhuhu, which was unveiled by the governor-general Sir Anand Satyanand in 2008.   == Honours and awards == Lange was b...",0,
Q415745,Moore,Mike Moore,4867,0,,0,,0,,0,,0,
Q139785,Bolger,Jim Bolger,20692,0,,0,,0,,1,"...s lack of education by having an innate ability to relate to the aspirations of ordinary Kiwis. And, as many civil servants discovered to their cost, his image of being a simple King Country farmer did not mean that he would not understand their reports and unfailingly point to the flaws in them.""   == Life...",0,
Q235996,Jenny Shipley,Jenny Shipley,11008,0,,0,,0,,0,,0,
Q180383,Helen Clark,Helen Clark,46285,0,,0,,0,,0,,1,"...sts invited by Xi to attend the military parade. Clark later told Stuff that she avoided speaking with Russian President Vladimir Putin, North Korean Supreme Leader Kim Jong Un and Belarussian President Alexander Lukashenko, who also attended the military parade.  Chinese Ambassador Wang Xiaolong praised the two..."
Q57783,John Key,John Key,36201,0,,0,,0,,0,,1,"...sters were among 70 special international guests invited by Xi to attend the military parade alongside Russian President Vladimir Putin, North Korean Supreme Leader Kim Jong Un and Belarussian President Alexander Lukashenko. Chinese Ambassador Wang Xiaolong praised the two Prime Ministers for attending the commem..."
Q469507,Mara,Kamisese Mara,26941,0,,0,,0,,0,,1,"...ed, Mara's resignation. He was subsequently taken to his home island of Lakeba in the Lau Islands. For the 80-year-old president, who was seen as the father of the country and had led it, in one capacity or another, for more than 40 years, it was an anticlimactic end. The military regime that took over appointed Ratu Jo..."
Q2097052,Bavadra,Timoci Bavadra,2438,0,,0,,0,,0,,0,
Q981549,Rabuka,Sitiveni Rabuka,23938,0,,0,,0,,0,,0,
Q316317,Ratu Josefa Iloilo,Josefa Iloilo,11541,0,,0,,0,,0,,0,
Q57830,Bainimarama,Frank Bainimarama,21856,0,,0,,0,,0,,0,
Q473214,Laisenia Qarase,Laisenia Qarase,5419,0,,0,,0,,0,,0,
Q1374014,Senilagakali,Jona Senilagakali,4010,0,,0,,0,,0,,0,
Q1109,Kim Il-sung,Kim Il-sung,123851,1,"...what Wonjun Song and Joseph Wright consider a personalist dictatorship, where power was centralized in Kim personally. &#91; 103 &#93; Kim Il Sung's cult of personality had initially been criticized by some members of the government. The North Korean ambassador to the USSR, Li Sangjo , a member of the Yan'an faction... | ...erms of office of six South Korean presidents and ten United States presidents . Known as the Great Leader ( Suryong ), he established a far-reaching personality cult whic",1,"...nomy stagnated and then collapsed. &#91; 7 &#93; Differences emerged between North Korea and the Soviet Union; chief among them was Kim's ideology of Juche , which focused on the principles of ""Independence, Self-sustenance and Self-Defence"" and Korean nationalism . Despite the official policy of ""self-r... | ...from Party Central Committee chairman to Central Committee General Secretary. The meeting also marked the beginning of the promotion of Juche as the state ideology. &#91; 111 &#93; In",1,"...113 &#93; The cult of personality around Kim was increased dramatically, including Kim's name being written in bold or a bigger font in writing, his birthday becoming the Day of the Sun , and his portraits being mass produced around the country. &#91; 114 &#93; Control over domestic travel was increased, with 1967 seeing the introduction of local government-issued travel certificates that have been required for North Korean citizens to leave their county of residence. &#91; 115 &#93; Censorsh",1,"...im was increased dramatically, including Kim's name being written in bold or a bigger font in writing, his birthday becoming the Day of the Sun , and his portraits being mass produced around the country. &#91; 114 &#93; Control over domestic travel was increased, with 1967 seeing the introduction of local gover... | ...flown into the city from all over North Korea. &#91; citation needed &#93; &#91; 146 &#93; &#91; 147 &#93; Kim Il Sung's body was placed in a public mausoleum at the Kumsusan P",1,"...responsive .mw-parser-output .infobox-table th,body.skin--responsive .mw-parser-output .infobox-table td{padding-left:inherit;padding-right:inherit}} Eternal President Kim Il Sung Formal portrait, 1966 General Secretary of the Workers' Party of Korea In office 12 October 1966&#160;–&#32;8 July 1994 Secretary .mw-par... | ...g-il (2021–22) Ri Thae-sop (2022) Park Su-il (2022–23) Ri Yong-gil (2023–present) Italics indicate interim officeholder v t e Marshals of North Korea Generalissimos of the"
